993:29,58,84,361,518,616,654,749,1102,41847
998:17,29,58,138,364,564,616,650,654,6573
1000:17,29,58,61,65,356,402,518,542,1050
1007:17,29,32,62,116,289,495,554,654,3234
1027:168,661,1326,1740,2103,2632,3211,3601,8733,9874
1028:15,17,32,58,302,354,518,616,1762,2570
1044:17,58,84,101,302,616,654,1874,4288,17307
1045:17,58,61,65,101,289,508,518,542,564
1049:15,17,61,76,245,564,654,826,1987,104010
1068:8,17,245,441,508,710,1002,1256,8928,32062
1069:101,508,518,542,736,749,875,1187,1217,28684
1070:17,58,114,508,518,542,564,616,1405,93265
1082:15,61,84,101,239,301,322,356,518,650
1083:17,32,61,124,610,650,1034,2908,3888,87395
1088:8,17,508,656,787,3642,6809,10046,18604,23266
1094:58,61,301,402,508,616,736,787,1039,1511
1116:8,65,245,302,564,654,866,931,78338,122697
1121:17,29,61,205,1140,1578,6715,9120,70332,99297
1125:32,58,94,278,302,654,829,1039,2982,3191
1127:8,17,65,101,302,363,518,564,2937,20505
1132:17,76,289,402,650,654,787,2200,2429,3304
1133:15,301,354,402,497,508,518,650,1102,1511
1140:15,32,58,61,289,302,356,542,616,787
1141:17,327,1119,4671,5512,7468,14259,74982,82205,88876
1148:17,58,302,327,508,641,736,44600,87862,92056
1153:17,58,61,238,508,518,564,616,861,1102
1163:32,58,508,542,861,1097,3754,17985,23323,63988
1166:15,17,61,103,131,353,518,4268,4422,5117
1172:15,17,58,302,518,616,889,1287,7984,24429
1192:17,58,61,302,542,554,564,616,787,1102
1204:15,17,58,61,94,302,322,616,650,654
1208:8,17,58,61,162,239,302,518,616,654
1209:17,76,168,302,719,1023,1218,1382,2140,5480
1234:168,574,984,1400,5235,5480,8860,9874,10778,38251
1236:61,65,76,103,245,54784,61131,62262,83053,100873
1245:65,84,302,496,654,875,891,947,1187,2162
1263:17,58,84,302,322,650,787,861,3234,8683
1267:73,490,1804,1960,6837,13293,19300,29552,41831,114483
1269:1712,2880,3107,4755,5624,6434,7831,7859,14401,21771
1288:398,654,1017,8213,34083,35152,67016,73561,94291,109663
1295:15,32,101,508,542,554,616,1719,6759,22606
1296:17,29,58,84,518,591,654,861,1462,1476
1302:15,17,32,101,238,302,542,616,654,861
1305:15,17,29,58,84,302,322,542,650,1196
1342:17,84,486,518,616,656,2880,7667,72675,88233
1382:17,32,245,302,402,518,616,1023,1405,2200
1389:29,58,4245,15025,36171,40853,56417,61636,75115,95032
1391:154,363,402,787,999,1109,26376,26434,89015,121315
1397:81,140,226,986,1749,2379,2967,3819,3910,17071
1402:58,101,289,302,554,616,650,1102,1509,1511
1405:58,76,302,2520,4697,24722,48347,92558,96890,106442
1407:17,58,61,302,486,518,616,787,1324,1403
1408:17,245,302,354,508,518,616,654,44991,97909
1409:101,138,179,245,387,542,616,908,1476,3234
1412:17,58,76,302,322,542,654,2013,48428,106865
1413:15,32,116,289,322,542,1476,1511,1578,3250
1418:15,61,76,285,289,542,554,650,654,1405
1419:3172,4568,4755,4825,5624,6434,7831,7880,11725,12990
1420:15,58,61,70,245,302,354,616,654,1762
1427:15,61,402,564,3159,3476,4187,10856,14202,18867
1430:8,17,58,289,364,508,518,1196,2657,24893
1431:6,58,84,285,364,495,616,654,1102,1476
1435:61,101,289,302,394,564,616,787,967,1930
1437:17,58,302,564,624,650,698,787,1023,40552
1441:28,94,224,245,3307,6559,6745,52711,80319,111336
1447:518,563,999,1382,1987,2193,3233,4967,5567,18867
1448:15,81,245,327,787,6559,42095,68952,88402,100488
1457:17,58,302,322,654,4013,4904,15836,28104,50248
1458:15,17,402,579,999,1023,1344,2200,11522,14330
1469:58,61,162,302,394,616,1050,1196,12259,32741
1477:15,17,245,518,571,633,736,787,1119,6527
1486:168,564,719,984,1790,2103,4394,5357,13567,17622
1490:17,65,76,301,302,546,654,866,10973,67794
1491:58,61,239,285,302,495,542,616,650,654
1500:58,61,84,402,518,1196,1511,2101,5103,5117
1503:8,58,454,542,616,650,654,787,1476,1762
1517:161,225,261,350,378,26820,33420,33573,74316,80218
1518:8,65,84,518,1126,1405,7315,69046,72675,122282
1535:58,61,138,236,299,302,364,1614,14750,43517
1551:61,162,430,518,554,616,650,1196,1476,1535
1552:70,500,508,1402,8892,13992,19245,29723,51852,89980
1553:17,58,76,302,518,542,616,654,1953,8683
1559:6,62,239,289,302,616,650,654,787,5991
1560:15,17,58,103,402,518,554,564,5117,17164
1561:17,61,62,210,245,508,542,902,1511,4174
1562:15,32,101,138,289,616,654,787,1102,5465
1569:81,226,380,986,1023,2967,34829,61052,62843,109858
1570:15,17,58,409,616,654,1140,7905,18835,32205
1588:48,53,84,155,301,899,1119,1187,41429,46420
1589:15,58,61,84,354,363,518,616,654,42489
1591:17,76,302,616,654,669,866,2703,62108,69776
1601:8,17,32,101,508,518,564,6590,65631,74087
1602:15,17,131,185,402,518,787,1050,1987,16056
1629:15,61,119,138,518,559,616,654,656,1050
1634:6,17,40,294,347,508,8337,9662,83050,111449
1642:32,58,289,301,302,356,518,654,787,1102
1653:17,29,58,61,101,564,616,787,1511,23813
1654:29,32,84,101,114,302,364,1102,1196,8105
1655:8,15,94,114,138,289,354,542,654,1424
1668:15,32,84,143,239,289,616,861,15522,43182
1681:15,17,58,61,84,518,542,616,2193,3915
1703:32,61,84,103,302,354,650,654,7312,20192
1721:15,17,58,61,119,289,302,518,616,654
1727:17,58,84,285,542,616,654,44516,68712,86183
1728:15,32,58,84,94,302,354,616,1196,2868
1745:17,61,119,131,245,363,1065,4268,6020,108239
1746:17,58,61,101,285,542,616,654,1511,1624
1751:65,84,119,327,496,1382,1508,14202,32771,93341
1756:8,15,542,568,690,944,1733,2537,7535,13681
1758:17,76,302,394,402,508,542,616,650,1196
1761:19433,23824,25716,34319,42190,45169,66480,70173,101433,119401
1767:8,15,70,94,245,354,363,616,1119,1511
1779:1674,2265,8635,17395,37843,65741,67185,86913,93097,93631
1780:9354,10404,10503,13960,32648,48208,49329,88524,104391,120791
1783:17,58,302,356,402,518,650,861,1424,7407
1787:32,62,101,508,518,564,616,902,1217,19442
1788:140,731,780,1023,1535,1884,1888,2345,4048,14906
1794:15,17,32,245,285,402,564,616,654,1050
1796:15,32,73,84,363,364,650,654,1804,2166
1803:6,17,58,94,302,363,394,616,654,709
1820:189,378,565,1206,1352,2880,5624,6266,10041,23191
1821:61,94,364,518,1403,1405,1511,2302,5117,14202
1822:17,32,58,245,616,654,2976,3476,6957,10560
1823:3,6,17,84,289,301,394,1220,1403,39119
1840:60,162,301,364,402,542,616,787,1009,4174
1841:463,801,984,2103,3709,8733,8860,9295,13534,25393
1842:8,15,17,29,58,302,354,518,542,616
1850:17,58,62,84,301,302,616,654,1102,54048
1853:15,103,518,656,999,1023,1405,4833,9338,15350
1854:17,302,303,356,364,654,861,1039,1744,2848
1862:61,65,245,302,542,616,1102,2868,3915,57158
1880:17,84,138,496,518,875,947,1119,4420,7506
1883:32,58,101,302,402,518,654,3915,4502,31686
1890:62,238,302,650,654,990,3448,4203,4756,14750
1891:17,29,58,302,486,542,616,654,5673,43709
1893:15,58,61,114,302,356,364,616,654,6011
1894:8,15,61,138,301,564,616,654,1050,18287
1911:741,4016,8345,13392,13581,17271,29000,29727,53100,92332
1912:8,17,84,138,289,302,518,616,650,654
1913:17,58,302,616,654,861,5662,16819,18062,66665
1930:197,465,2548,4755,5111,5627,7160,18269,24752,48930
1932:8,17,361,890,5097,9354,30513,33562,37860,45175
1950:3,15,32,61,114,364,508,542,861,1548
1951:17,32,564,654,1360,2121,37497,43119,87557,98617
1952:17,61,76,84,239,542,554,616,1102,1476
2005:61,101,119,285,302,508,518,1217,8868,65726
2017:17,94,616,1140,11246,23213,26739,47586,58208,107733
2025:17,236,302,364,564,5415,6766,8861,10075,17064
2030:17,138,226,302,1086,1140,1749,3101,3423,3516
2034:1002,6186,8133,9914,22904,43289,57937,58219,104789,119487
2038:8,17,58,94,103,302,542,616,650,654
2046:5545,10492,11199,13667,13889,27296,38488,61664,91537,93654
2058:3,62,1410,12495,12597,17944,43327,48197,88234,121818
2068:65,245,364,402,1405,2200,2233,3476,5117,5567
2070:61,84,245,542,803,1102,1403,4919,12601,13580
2071:58,61,194,302,508,559,650,2085,2906,14202
2072:6,302,354,518,654,1102,1119,1405,2162,4364
2074:603,4671,5975,7926,11590,13998,16968,17908,73279,77317
2075:15,28,94,402,508,542,548,554,654,3476
2076:8,302,616,31225,31474,31632,31726,32884,32916,88081
2077:15,17,94,245,402,518,616,654,1987,10930
2080:15,17,58,101,542,650,654,787,1196,2050
2085:17,518,542,1578,1790,11720,12133,16625,24958,89092
2097:15,58,61,65,103,138,616,967,999,1086
2112:17,76,564,661,866,984,1230,1400,2153,5480
2115:15,17,32,58,65,402,616,999,1100,1405
2116:8,17,103,224,364,542,564,616,1119,2162
2123:17,29,65,138,496,518,616,654,1102,4420
2135:8,17,542,650,787,1126,1359,1535,5767,111185
2141:17,76,81,138,226,698,780,986,2204,4194
2147:10007,10075,12462,12673,14750,23598,24718,35619,42335,109031
2154:661,719,1326,1740,2103,2677,5010,5480,8860,13567
2160:15,17,32,61,402,554,787,902,1196,30094
2162:574,661,719,760,1400,2012,2103,5480,7994,14226
2170:15,17,58,61,289,302,402,542,564,3101
2177:17,29,58,302,459,899,14500,17917,54962,99239
2184:6,58,84,114,542,616,1102,11522,13683,14965
2185:17,58,430,542,650,1196,1511,25068,31651,41221
2187:17,29,76,616,654,840,866,2548,5111,8069
2211:226,3913,4755,5111,14793,27070,44173,62500,82813,101523
2223:65,70,76,81,245,533,826,2139,11469,111861
2243:15,119,131,245,364,441,559,1405,2200,5117
2244:17,32,58,61,101,542,564,616,787,3915
2247:6,32,58,61,302,554,861,3249,3250,12575
2250:1064,1951,3205,4103,6191,22792,49715,62551,71709,99751
2253:138,226,508,542,986,1023,1535,1884,3756,5103
2260:8,29,76,866,76872,76878,76896,76917,76931,78849
2261:58,302,354,356,542,616,1102,1511,1631,9525
2262:8,17,96,302,500,518,616,650,26504,52594
2290:15,29,32,61,65,285,554,1403,2085,19197
2291:15,17,29,61,84,101,554,616,3234,13636
2293:17,84,245,364,656,1405,4613,5010,36227,84198
2301:302,429,1102,2668,42004,78089,82540,94232,108161,110025
2302:763,774,1524,1827,16229,39395,73313,74342,74343,74351
2304:463,661,719,760,801,984,1124,2153,5480,7180
2318:114,245,402,902,1405,3234,3476,8276,22606,23243
2325:8,61,76,84,354,542,564,787,1405,1606
2335:17,32,61,138,245,302,356,542,616,654
2343:17,84,116,244,245,302,394,6002,21567,73935
2346:17,70,81,84,289,354,654,1884,6263,13178
2347:48,61,96,175,322,2186,7728,24792,67268,100785
2348:17,58,179,226,302,616,654,1476,1874,1888
2362:17,29,58,302,866,3855,5287,45885,46280,49177
2363:15,17,29,76,84,94,101,302,616,8276
2364:29,73,238,302,322,518,616,1196,1403,1511
2369:17,58,616,3180,3634,4126,4941,6098,8209,24211
2373:17,58,61,84,301,302,554,616,953,1102
2381:8,17,29,58,302,508,554,616,654,17431
2382:65,94,131,245,518,564,654,947,1382,12776
2384:17,245,518,812,947,1119,2935,4420,7506,15242
2385:17,29,58,84,302,616,692,3101,3234,88351
2392:17,289,301,698,1535,2703,11310,54679,110257,121335
2393:8,17,61,245,302,402,508,518,1023,9617
2394:58,84,138,301,302,564,616,654,1196,5465
2395:15,17,32,84,356,616,837,1140,1196,1476
2399:17,76,94,226,301,500,616,1382,1535,26312
2405:15,58,101,356,542,787,967,1196,2917,6024
2407:17,76,285,542,546,866,902,1649,1730,3568
2408:29,58,84,301,302,518,654,1102,1119,1359
2419:6,17,76,568,616,2200,17224,36009,44167,94097
2429:6,17,70,94,302,354,657,1382,13468,40846
2447:3,15,76,84,285,289,354,542,861,1102
2452:1913,2265,2282,6387,10127,12832,19376,20575,24481,25216
2453:128,193,263,302,596,925,2283,23740,29657,71417
2454:245,508,902,931,1206,1352,1405,1527,3107,15608
2456:15,17,58,76,289,301,508,542,616,1196
2461:61,101,114,356,518,542,1196,1410,9525,13150
2464:48,58,245,301,354,654,736,787,967,12883
2465:58,84,119,354,364,559,866,999,1102,3234
2469:32,58,61,103,245,402,542,564,616,1405
2489:168,719,801,984,1400,2582,2632,4877,9074,76917
2491:8,302,2319,73106,74065,74107,76675,78134,79566,79724
2499:17,45,58,302,1097,1274,13523,50804,73474,92989
2500:8,29,58,65,402,654,2480,4671,7334,11626
2501:17,162,650,654,1140,3169,6691,12266,19877,56559
2505:17,29,58,542,616,654,1102,1196,1511,1804
2510:1460,3307,3650,3683,23902,30139,30152,40898,64153,119926
2515:17,62,302,358,518,564,616,787,37186,59271
2518:890,3568,3928,4743,4880,5097,5670,10254,56946,109498
2520:15,17,58,114,302,402,542,564,616,1039
2521:58,61,101,302,354,398,518,564,616,654
2524:8,17,58,302,616,654,1476,33637,39239,51357
2536:15,17,302,356,364,542,554,559,967,8683
2541:29,58,94,101,302,354,518,654,861,999
2547:17,302,650,654,1245,15975,23503,27535,67346,85297
2553:8960,9134,19507,31025,31397,36848,44578,50469,81086,113723
2558:72,661,859,2155,3601,3789,5557,9247,39242,74498
2560:58,62,84,301,354,508,616,645,787,1196
2563:15,58,101,302,356,650,861,1511,15453,19984
2573:32,58,62,322,354,616,749,861,1196,8868
2591:17,29,45,58,285,302,542,616,654,1511
2596:366,493,578,2535,5343,6511,9906,18851,31938,44632
2597:17,58,61,508,616,780,2241,3137,3374,3423
2601:283,302,607,834,1077,7334,11855,14259,31368,36266
2604:70,226,354,367,582,616,986,8167,12332,26342
2611:84,103,245,302,518,654,1187,2950,3233,14108
2612:15,17,58,101,302,542,554,654,861,902
2615:32,61,62,84,364,402,518,542,564,1511
2625:17,65,245,774,1405,1827,2403,14290,64391,95000
2626:84,116,302,354,356,495,554,616,692,2897
2634:422,970,8213,9278,10046,18477,20517,25082,77334,83929
2636:29,58,138,354,518,542,564,616,654,1196
2639:17,7182,26621,35688,41626,50744,72710,75265,89595,115669
2650:3277,4308,10451,13766,14600,17731,33609,75058,86115,90235
2661:17,245,960,1099,1245,1405,1471,2121,8020,69252
2663:8,17,32,84,364,616,654,736,931,2583
2666:8,17,58,302,394,508,616,654,1511,1535
2676:162,654,1168,1567,1681,3244,4174,10279,12821,24698
2689:15,17,162,302,363,616,654,861,1403,74776
2693:17,22,650,790,891,3419,11796,21813,24141,118736
2708:17,61,84,94,116,179,564,616,1987,22606
2709:17,65,131,245,1405,1511,2955,4268,5117,9572
2713:61,103,185,302,364,508,1196,1511,1951,114298
2715:72,135,760,984,1147,1400,1740,2153,3211,7404
2716:17,500,616,16542,21085,34128,56430,76547,82330,96532
2727:15,29,84,224,354,542,616,1102,1476,20913
2730:15,17,61,65,518,542,654,1050,1405,10520
2731:29,61,76,84,224,564,616,650,1140,1196
2734:8,32,76,518,564,736,1069,4017,5022,122656
2735:76,1527,1712,3107,3172,4825,8848,12990,19697,26749
2737:17,58,302,654,947,1405,5715,33585,38152,42701
2745:15,32,65,245,254,472,518,542,7910,33385
2746:4158,5595,7687,13137,13987,16151,24118,27209,32863,38773
2748:103,245,327,508,518,564,5287,7320,19923,43178
2756:58,61,76,302,402,616,650,654,787,1196
2760:29,84,138,162,301,356,364,650,861,1102
2776:8,106,294,5287,8178,11056,77413,83408,89845,90695
2799:8,17,58,245,710,902,4189,6315,8928,16465
2802:58,303,803,1395,48964,53525,79262,87213,110317,116598
2803:670,2074,2595,11718,14237,19829,31474,33572,88529,94755
2804:15,17,58,224,508,564,616,650,654,787
2805:17,124,542,616,656,3014,3191,58156,65176,119435
2812:32,94,114,138,302,508,542,650,654,1762
2815:463,984,1326,3438,5480,5488,8252,12136,27295,62664
2827:94,273,699,7059,8118,8964,13510,17111,17390,62155
2831:15,29,58,84,301,354,508,518,654,43202
2846:84,190,302,387,508,616,654,726,7655,16056
2848:17,29,76,289,521,554,616,654,1217,4174
2853:827,1081,1867,5468,12631,13735,18850,34823,69173,83814
2854:32,70,302,354,496,654,1119,1987,35144,104226
2857:17,94,245,1133,1521,2609,4268,4797,109082,109472
2858:15,17,61,101,289,354,364,542,787,1476
2861:1451,4040,6977,10981,11468,19736,34070,46215,58924,80073
2871:189,378,1527,3107,4755,5545,6266,10041,31709,41383
2907:15,58,302,322,354,495,654,1109,1476,3234
2912:124,168,176,226,719,1435,3789,7793,8011,45956
2914:17,58,62,302,542,554,650,654,1102,1424
2924:168,574,984,1147,1400,2028,3083,5480,7711,37045
2925:4390,7014,7851,10999,12165,15337,54442,69237,79576,106900
2947:175,385,2741,8643,18970,24301,46125,66050,66993,90863
2951:3,285,302,1184,2745,7803,11919,12712,51550,99399
2959:15,17,225,302,542,616,654,944,7869,78171
2960:17,65,302,496,899,1187,2644,8151,8579,95074
2963:17,58,61,402,542,564,787,1089,1403,1511
2965:135,698,984,3789,5557,6097,18240,39796,57034,86872
2967:15,65,131,245,518,2200,2268,4991,8875,46215
2970:6,8,17,58,302,616,1196,17717,36743,46421
2977:8,17,32,302,378,3915,4737,4755,14685,59612
2981:29,32,101,495,542,650,1102,1217,1455,1511
2989:15,17,61,94,289,302,542,1187,1196,22920
2990:13581,17966,22420,24319,29000,29727,57558,68489,77921,110208
3002:76,81,437,660,801,827,1205,1247,9503,24688
3004:168,463,984,1326,3211,3601,5488,7235,8733,8860
3011:101,292,332,481,1164,1382,60955,61169,85653,115356
3013:17,70,226,245,301,508,2880,4755,8427,8772
3037:17,76,302,866,1446,32914,42168,50508,72499,113946
3038:17,76,247,327,616,6503,7021,10492,16016,50306
3044:29,58,62,73,289,302,354,554,616,650
3070:2528,4093,4146,6117,8129,8783,9557,10692,26437,26529
3081:17,32,238,787,30221,40757,42534,54538,73489,84077
3100:15,61,84,302,354,616,736,1102,1196,4174
3102:168,574,984,1400,2103,5480,5557,7180,7711,8860
3105:8,17,58,61,302,418,518,654,25196,36226
3107:70,140,521,616,834,1023,1050,2967,18867,31762
3110:8,17,378,402,2410,4021,7006,13039,16763,40850
3111:58,101,289,302,542,616,654,1098,9180,25015
3113:15,17,542,654,5000,13832,17883,19789,42785,82400
3121:8,15,70,116,239,361,564,709,787,1535
3125:17,58,70,84,302,354,616,654,749,3017
3126:17,62,84,182,245,542,650,891,1119,35765
3129:29,32,302,518,542,554,616,787,861,8276
3139:15,17,302,361,654,34757,70290,74255,102292,113551
3144:58,302,709,1326,5480,8860,15931,22036,38046,119224
3152:8,17,236,245,402,616,902,1196,1511,10308
3166:17,58,84,9895,13819,21496,35610,36630,86724,94583
3167:17,361,364,508,564,1023,1050,1405,43490,122808
3169:8,402,518,559,654,1023,2193,6292,24836,47872
3170:17,58,94,224,238,568,616,650,654,1382
3172:17,29,32,58,236,302,542,616,654,48214
3176:58,84,354,363,616,650,1196,5344,5367,14498
3183:17,554,564,616,4093,10692,18867,26437,27635,28389
3184:131,245,1002,5145,8935,14452,53060,79612,108727,111704
3193:58,61,94,356,364,518,554,726,1196,24472
3195:15,17,1126,1382,1405,2937,6494,12745,21326,31104
3220:84,138,289,616,650,866,1023,1102,2059,3234
3229:17,301,302,345,518,542,616,650,33118,53452
3234:58,70,302,354,518,1102,1405,2193,15507,45600
3237:9915,22678,28760,38702,41101,54099,58923,87614,102041,110318
3238:17,58,65,119,518,889,1190,1405,2200,6793
3239:17,29,30,58,239,395,449,616,650,3234
3246:533,603,13341,13971,17835,17908,36865,43888,51099,72347
3258:8,15,17,29,58,542,554,564,861,1140
3263:8,15,17,58,76,508,616,1511,18867,39980
3264:8,17,58,74223,77548,77563,77578,77617,77642,78849
3277:76,168,175,226,564,574,984,2103,5480,10267
3279:17,58,138,361,616,654,27000,34554,68164,116247
3295:17,226,301,616,1410,5812,7305,62168,64307,87110
3305:15,245,262,363,402,564,4979,28166,89977,102846
3306:1651,4110,6901,8129,10302,11653,12690,14990,25351,57791
3308:15,17,65,388,616,654,889,1152,1405,14892
3309:289,302,518,542,554,616,861,1245,1804,1806
3319:17,65,94,594,1023,3003,18260,63742,74885,90988
3320:197,2548,3196,7160,8069,10541,14793,24752,27094,63563
3328:29,58,138,224,301,354,616,650,787,1476
3329:81,226,238,3239,12090,13400,37524,71654,98585,105339
3335:3,58,395,495,564,654,837,3476,34983,59585
